item_id,order_id,product_id,quantity,unit_price
167,399,27,2,247.47
168,2173,60,3,177.06
169,2811,99,2,105.41
170,2653,47,4,253.41
171,2940,66,1,127.76
172,822,96,2,269.24
173,4998,15,2,239.05
174,945,24,5,25.36
175,3479,84,4,123.43
176,2780,10,2,195.12
177,4430,88,4,217.91
178,4451,24,1,25.36
179,1197,88,2,217.91
180,1213,57,1,49.94
181,824,34,2,87.7
182,1897,41,3,210.84
183,4264,40,5,175.23
184,2416,11,5,246.84
185,536,90,5,123.72
186,3011,1,1,291.6
187,2628,30,4,211.51
188,3778,43,5,34.78
189,950,82,2,275.45
190,3509,26,2,281.44
191,4303,53,3,67.28
192,544,47,1,253.41
193,3901,9,2,191.6
194,3754,9,2,191.6
195,4225,1,3,291.6
196,2083,71,3,138.91
197,2867,44,4,261.34
198,2247,59,4,11.5
199,1837,56,4,91.29
200,77,51,2,214.48
201,369,16,3,297.21
202,4622,38,1,166.99
203,349,11,4,246.84
204,4602,25,5,6.67
205,4739,93,2,235.99
206,4334,83,1,217.59
207,1456,82,2,275.45
208,2186,59,4,11.5
209,3812,29,2,265.91
210,3273,80,4,171.17
211,3683,40,2,175.23
212,1847,8,4,160.53
213,1855,98,3,142.76
214,2986,6,3,14.01
215,4451,45,3,206.12
216,2626,53,3,67.28
217,2895,94,3,215.94
218,559,98,5,142.76
219,2897,21,2,18.03
220,1918,57,3,49.94
221,1255,76,5,141.64
222,1682,6,5,14.01
223,1815,63,2,69.69
224,663,6,2,14.01
225,4117,53,4,67.28
226,3326,4,4,229.97
227,1242,9,3,191.6
228,3144,69,1,217.34
229,3038,74,4,192.94
230,162,72,1,247.32
231,4226,87,4,248.01
232,1951,4,5,229.97
233,4321,58,5,83.52
234,1782,37,5,95.31
235,4676,71,1,138.91
236,1478,6,3,14.01
237,3031,51,4,214.48
238,3987,79,4,90.54
239,107,99,1,105.41
240,2669,50,5,47.83
241,4936,96,3,269.24
242,1165,14,4,160.93
243,1158,99,3,105.41
244,2247,11,3,246.84
245,667,10,2,195.12
246,2127,61,3,253.46
247,2942,81,2,40.39
248,512,13,1,221.25
249,250,34,5,87.7
250,889,60,2,177.06
251,1024,51,3,214.48
252,4695,5,5,279.13
253,4849,74,3,192.94
254,600,32,3,122.73
255,3023,12,2,103.36
256,2531,52,1,201.72
257,2884,13,3,221.25
258,2065,85,2,51.79
259,1759,54,3,259.7
260,3570,97,5,177.06
261,1243,54,1,259.7
262,4330,41,3,210.84
263,2296,48,1,76.46
264,1926,51,1,214.48
265,2063,47,5,253.41
266,3396,50,5,47.83
267,441,96,4,269.24
268,2744,76,1,141.64
269,7,46,3,38.31
270,1587,99,5,105.41
271,826,100,3,282.43
272,3825,38,1,166.99
273,1269,92,5,60.77
274,3437,13,4,221.25
275,3439,76,1,141.64
276,1311,22,3,105.83
277,4034,2,4,70.12
278,1628,93,1,235.99
279,1037,77,5,74.22
280,478,99,1,105.41
281,2679,13,2,221.25
282,715,57,3,49.94
283,1677,34,5,87.7
284,2163,19,5,31.49
285,509,9,2,191.6
286,382,95,4,180.08
287,1181,33,5,218.33
288,1846,27,4,247.47
289,4371,45,4,206.12
290,1719,2,4,70.12
291,1101,79,1,90.54
292,1861,83,2,217.59
293,2092,57,3,49.94
294,718,95,2,180.08
295,318,57,5,49.94
296,4630,16,2,297.21
297,1777,79,3,90.54
298,2285,6,1,14.01
299,1245,14,5,160.93
300,1334,27,1,247.47
301,3670,38,5,166.99
302,1201,19,3,31.49
303,1795,37,1,95.31
304,2702,4,3,229.97
305,1455,58,3,83.52
306,1934,90,2,123.72
307,747,9,5,191.6
308,841,40,4,175.23
309,2496,15,4,239.05
310,1089,4,1,229.97
311,793,90,3,123.72
312,1268,52,2,201.72
313,1551,18,5,298.42
314,2691,53,1,67.28
315,293,59,3,11.5
316,4023,99,4,105.41
317,1405,54,4,259.7
318,1649,41,5,210.84
319,2817,60,5,177.06
320,3911,93,5,235.99
321,2919,88,1,217.91
322,1398,4,5,229.97
323,1694,85,1,51.79
324,1038,39,2,191.47
325,3853,7,3,262.25
326,1563,23,4,191.71
327,1113,85,1,51.79
328,1292,63,3,69.69
329,1162,65,5,68.32
330,1030,41,4,210.84
331,4338,89,1,85.11
332,4258,95,5,180.08
333,2740,44,3,261.34
334,979,45,2,206.12
335,518,69,3,217.34
336,4994,95,1,180.08
337,783,51,2,214.48
338,2832,65,2,68.32
339,4181,54,5,259.7
340,138,56,3,91.29
341,754,94,1,215.94
342,2954,82,2,275.45
343,4809,72,5,247.32
344,2456,90,2,123.72
345,2835,40,3,175.23
346,580,58,4,83.52
347,3256,15,1,239.05
348,3267,19,4,31.49
349,4650,10,3,195.12
350,396,88,4,217.91
351,1938,16,3,297.21
352,4906,43,3,34.78
353,2590,31,5,35.8
354,3035,16,4,297.21
355,170,80,2,171.17
356,2338,28,3,243.71
357,3240,62,4,166.95
358,3416,20,2,5.68
359,3569,35,1,207.78
360,3217,59,2,11.5
361,3485,9,4,191.6
362,4836,10,4,195.12
363,1842,45,2,206.12
364,3761,82,2,275.45
365,4553,15,3,239.05
366,3027,30,4,211.51
367,3966,48,3,76.46
368,1602,96,3,269.24
369,1147,40,1,175.23
370,4327,91,4,35.31
371,2685,91,3,35.31
372,112,83,1,217.59
373,593,74,3,192.94
374,2440,44,3,261.34
375,1239,46,4,38.31
376,2795,6,2,14.01
377,2415,24,2,25.36
378,2130,73,4,168.62
379,2854,91,2,35.31
380,2870,7,5,262.25
381,3599,6,2,14.01
382,3804,33,3,218.33
383,1527,85,3,51.79
384,1970,38,1,166.99
385,952,44,4,261.34
386,1503,17,1,64.19
387,4468,31,3,35.8
388,3337,37,3,95.31
389,110,11,1,246.84
390,3987,92,5,60.77
391,2355,5,2,279.13
392,226,64,5,14.93
393,3012,76,5,141.64
394,4127,3,5,221.54
395,614,56,5,91.29
396,99,63,2,69.69
397,811,38,4,166.99
398,3338,54,1,259.7
399,2700,2,5,70.12
400,4910,90,5,123.72
401,1020,2,1,70.12
402,3026,12,1,103.36
403,3529,40,4,175.23
404,3887,2,3,70.12
405,2980,80,4,171.17
406,3341,94,3,215.94
407,797,57,2,49.94
408,1958,47,4,253.41
409,3067,36,2,12.23
410,3021,4,1,229.97
411,2681,75,4,160.25
412,4442,24,1,25.36
413,4820,82,5,275.45
414,2949,91,1,35.31
415,3732,62,5,166.95
416,1102,2,3,70.12
417,1038,15,5,239.05
418,4232,75,3,160.25
419,792,91,5,35.31
420,4175,49,5,146.09
421,1779,87,2,248.01
422,4801,35,2,207.78
423,982,94,1,215.94
424,1266,47,2,253.41
425,744,24,3,25.36
426,2432,83,2,217.59
427,375,60,1,177.06
428,1754,93,4,235.99
429,3898,77,3,74.22
430,2537,48,4,76.46
431,1992,23,3,191.71
432,2929,12,1,103.36
433,3447,41,2,210.84
434,592,29,4,265.91
435,4629,70,4,260.75
436,2570,51,2,214.48
437,2873,23,1,191.71
438,1177,31,2,35.8
439,1336,21,5,18.03
440,4694,24,5,25.36
441,113,72,5,247.32
442,3773,9,4,191.6
443,1846,22,4,105.83
444,1988,4,1,229.97
445,4830,77,3,74.22
446,1986,98,2,142.76
447,3293,3,3,221.54
448,3243,28,4,243.71
449,253,90,2,123.72
450,124,98,4,142.76
451,1237,15,1,239.05
452,624,8,2,160.53
453,3157,48,4,76.46
454,3137,99,5,105.41
455,3390,88,5,217.91
456,3418,52,4,201.72
457,1656,55,3,123.39
458,1267,37,1,95.31
459,2946,4,1,229.97
460,1161,55,4,123.39
461,2295,12,1,103.36
462,441,19,2,31.49
463,2093,79,1,90.54
464,2706,57,5,49.94
465,3760,94,4,215.94
466,554,37,2,95.31
467,4905,76,1,141.64
468,1113,83,5,217.59
469,2778,98,3,142.76
470,1834,7,1,262.25
471,1315,92,5,60.77
472,3494,55,5,123.39
473,3139,28,5,243.71
474,3113,93,5,235.99
475,99,37,3,95.31
476,3926,84,4,123.43
477,1480,61,5,253.46
478,4397,75,4,160.25
479,1223,39,3,191.47
480,4584,23,3,191.71
481,1005,52,2,201.72
482,477,84,2,123.43
483,1136,84,5,123.43
484,2857,11,4,246.84
485,1706,66,3,127.76
486,518,13,1,221.25
487,1221,77,2,74.22
488,2507,41,2,210.84
489,4326,49,1,146.09
490,1192,15,4,239.05
491,3881,56,4,91.29
492,3244,54,4,259.7
493,1978,31,5,35.8
494,2243,61,5,253.46
495,3091,58,1,83.52
496,1888,87,3,248.01
497,4560,60,1,177.06
498,974,53,3,67.28
499,66,86,1,265.19
500,2907,61,5,253.46
501,571,80,4,171.17
502,3893,42,2,6.8
503,308,29,1,265.91
504,3409,84,1,123.43
505,3743,92,2,60.77
506,783,27,1,247.47
507,4217,44,4,261.34
508,766,93,2,235.99
509,3476,5,2,279.13
510,773,52,4,201.72
511,3858,53,4,67.28
512,3186,52,2,201.72
513,540,38,4,166.99
514,2050,44,4,261.34
515,3284,53,4,67.28
516,4676,2,2,70.12
517,1664,54,1,259.7
518,1048,84,3,123.43
519,3837,77,2,74.22
520,3440,90,3,123.72
521,506,35,4,207.78
522,3248,46,4,38.31
523,3501,72,1,247.32
524,1911,92,4,60.77
525,733,79,3,90.54
526,3514,55,2,123.39
527,1572,72,2,247.32
528,4610,11,1,246.84
529,2943,29,3,265.91
530,4457,69,4,217.34
531,2322,63,5,69.69
532,3336,47,1,253.41
533,4623,7,1,262.25
534,4375,64,5,14.93
535,2754,82,2,275.45
536,1373,64,2,14.93
537,1445,92,2,60.77
538,3377,12,5,103.36
539,290,12,4,103.36
540,2066,36,4,12.23
541,64,29,3,265.91
542,3946,11,3,246.84
543,330,53,2,67.28
544,4859,70,5,260.75
545,1964,85,1,51.79
546,3089,74,4,192.94
547,2491,96,5,269.24
548,141,47,3,253.41
549,4540,33,4,218.33
550,2474,81,4,40.39
551,3904,67,5,229.09
552,450,43,3,34.78
553,1826,18,5,298.42
554,4447,74,1,192.94
555,4695,53,4,67.28
556,4807,39,5,191.47
557,870,72,5,247.32
558,3565,34,1,87.7
559,3660,37,5,95.31
560,3603,41,4,210.84
561,393,97,2,177.06
562,842,49,2,146.09
563,2449,10,3,195.12
564,2792,40,1,175.23
565,2954,18,3,298.42
566,1359,25,2,6.67
567,991,41,1,210.84
568,1039,36,5,12.23
569,28,2,5,70.12
570,388,83,4,217.59
571,833,74,2,192.94
572,250,49,5,146.09
573,2028,67,1,229.09
574,1529,53,5,67.28
575,4194,19,3,31.49
576,1839,26,3,281.44
577,1361,54,3,259.7
578,3110,51,3,214.48
579,1324,25,3,6.67
580,2227,17,4,64.19
581,3681,74,3,192.94
582,892,61,4,253.46
583,1306,46,4,38.31
584,4549,55,5,123.39
585,4193,50,1,47.83
586,262,75,3,160.25
587,2341,11,1,246.84
588,1794,12,2,103.36
589,2297,40,4,175.23
590,2293,48,2,76.46
591,2171,56,4,91.29
592,325,8,3,160.53
593,986,88,2,217.91
594,4783,14,5,160.93
595,3853,87,2,248.01
596,1740,56,4,91.29
597,1861,54,4,259.7
598,3138,100,1,282.43
599,3899,17,2,64.19
600,836,45,5,206.12
601,4155,5,3,279.13
602,2779,3,1,221.54
603,1397,9,2,191.6
604,1677,84,1,123.43
605,4332,20,2,5.68
606,4314,83,3,217.59
607,1838,21,3,18.03
608,3722,80,5,171.17
609,3673,33,1,218.33
610,3023,5,5,279.13
611,4685,24,2,25.36
612,1672,63,3,69.69
613,917,79,3,90.54
614,918,26,4,281.44
615,1134,89,4,85.11
616,1837,92,5,60.77
617,2139,33,1,218.33
618,4008,18,2,298.42
619,1906,18,5,298.42
620,3990,38,3,166.99
621,3486,33,3,218.33
622,4798,27,3,247.47
623,2121,49,2,146.09
624,2733,50,5,47.83
625,2770,15,2,239.05
626,1322,77,3,74.22
627,3717,52,4,201.72
628,3355,98,5,142.76
629,1529,68,4,60.41
630,4744,99,5,105.41
631,760,19,3,31.49
632,3413,95,4,180.08
633,1358,25,4,6.67
634,2191,76,5,141.64
635,3482,76,4,141.64
636,949,25,4,6.67
637,2080,33,3,218.33
638,1767,60,5,177.06
639,28,37,5,95.31
640,2471,92,1,60.77
641,2539,43,5,34.78
642,160,9,3,191.6
643,2893,14,4,160.93
644,4114,3,1,221.54
645,3723,69,4,217.34
646,3732,56,5,91.29
647,2472,26,2,281.44
648,5000,53,4,67.28
649,4851,41,5,210.84
650,1571,82,3,275.45
651,837,21,5,18.03
652,4990,39,1,191.47
653,3939,80,2,171.17
654,2287,23,2,191.71
655,3406,93,2,235.99
656,2671,74,3,192.94
657,4113,58,2,83.52
658,4748,69,4,217.34
659,4356,75,3,160.25
660,1628,29,5,265.91
661,1867,62,1,166.95
662,205,53,3,67.28
663,3580,45,1,206.12
664,3175,27,3,247.47
665,792,34,5,87.7
666,4093,14,1,160.93
667,3748,41,3,210.84
668,1106,74,1,192.94
669,1091,60,2,177.06
670,1608,42,2,6.8
671,1840,51,2,214.48
672,3398,75,4,160.25
673,67,11,2,246.84
674,4780,35,2,207.78
675,1279,19,5,31.49
676,4159,88,1,217.91
677,814,65,1,68.32
678,403,76,2,141.64
679,2003,61,1,253.46
680,4167,47,3,253.41
681,2926,14,2,160.93
682,2994,67,2,229.09
683,1087,52,4,201.72
684,4341,32,3,122.73
685,2567,80,2,171.17
686,4489,10,2,195.12
687,772,17,1,64.19
688,3673,40,2,175.23
689,3249,68,2,60.41
690,1670,63,2,69.69
691,1557,15,2,239.05
692,2959,97,4,177.06
693,1152,39,3,191.47
694,1218,57,4,49.94
695,2232,10,1,195.12
696,4343,71,5,138.91
697,3945,97,2,177.06
698,2043,17,1,64.19
699,706,76,5,141.64
700,2670,17,2,64.19
701,2114,16,2,297.21
702,2978,78,5,94.44
703,4350,3,4,221.54
704,4379,51,5,214.48
705,423,94,5,215.94
706,2022,46,3,38.31
707,3794,55,2,123.39
708,4132,99,2,105.41
709,531,26,4,281.44
710,91,76,4,141.64
711,3373,31,3,35.8
712,1943,81,3,40.39
713,3806,72,3,247.32
714,1241,19,4,31.49
715,1759,90,5,123.72
716,98,68,2,60.41
717,1480,15,2,239.05
718,4627,58,1,83.52
719,1833,78,4,94.44
720,2586,30,4,211.51
721,3648,48,3,76.46
722,80,56,1,91.29
723,4710,42,1,6.8
724,2224,24,4,25.36
725,2570,52,3,201.72
726,1773,43,2,34.78
727,4519,34,3,87.7
728,1124,60,2,177.06
729,3812,83,4,217.59
730,3475,3,3,221.54
731,2624,68,1,60.41
732,1404,11,5,246.84
733,2579,13,1,221.25
734,332,50,2,47.83
735,4749,82,4,275.45
736,3609,19,3,31.49
737,740,44,4,261.34
738,4607,33,4,218.33
739,42,38,2,166.99
740,4981,3,4,221.54
741,3879,99,3,105.41
742,1950,65,1,68.32
743,3461,35,4,207.78
744,2129,36,3,12.23
745,4498,38,3,166.99
746,2155,39,2,191.47
747,1238,25,4,6.67
748,1767,64,2,14.93
749,1842,13,1,221.25
750,506,68,1,60.41
751,1842,70,3,260.75
752,4816,75,4,160.25
753,1395,1,3,291.6
754,257,72,4,247.32
755,1721,54,2,259.7
756,1072,98,1,142.76
757,1623,9,1,191.6
758,4993,36,2,12.23
759,2067,37,5,95.31
760,1070,59,5,11.5
761,451,21,5,18.03
762,898,20,4,5.68
763,4837,1,2,291.6
764,3729,99,4,105.41
765,82,59,4,11.5
766,737,28,2,243.71
767,4175,71,4,138.91
768,3945,56,2,91.29
769,2208,9,5,191.6
770,3949,65,5,68.32
771,2003,36,4,12.23
772,1692,98,1,142.76
773,1180,34,2,87.7
774,2936,81,3,40.39
775,2516,32,3,122.73
776,4949,66,4,127.76
777,462,100,1,282.43
778,2902,25,2,6.67
779,117,51,5,214.48
780,1655,63,4,69.69
781,4562,90,2,123.72
782,1799,45,2,206.12
783,660,26,2,281.44
784,3238,21,1,18.03
785,2123,82,2,275.45
786,3820,93,1,235.99
787,3344,51,1,214.48
788,2551,24,2,25.36
789,4891,92,5,60.77
790,1587,12,2,103.36
791,4683,11,5,246.84
792,2748,27,4,247.47
793,635,23,3,191.71
794,2883,33,4,218.33
795,2812,80,1,171.17
796,4454,92,4,60.77
797,4016,92,3,60.77
798,2740,38,3,166.99
799,1885,55,5,123.39
800,1519,70,4,260.75
801,622,42,1,6.8
802,4578,29,1,265.91
803,1538,34,5,87.7
804,2338,57,5,49.94
805,1995,3,4,221.54
806,2071,6,5,14.01
807,4902,48,3,76.46
808,4931,64,1,14.93
809,2366,13,3,221.25
810,2846,36,2,12.23
811,3039,79,3,90.54
812,855,70,1,260.75
813,2729,33,2,218.33
814,916,76,4,141.64
815,4939,57,2,49.94
816,132,55,5,123.39
817,1117,13,1,221.25
818,3594,97,5,177.06
819,861,51,3,214.48
820,294,92,4,60.77
821,2689,53,1,67.28
822,1000,36,4,12.23
823,2297,5,1,279.13
824,3686,25,5,6.67
825,287,81,3,40.39
826,450,37,2,95.31
827,2339,19,4,31.49
828,3241,35,1,207.78
829,2704,34,1,87.7
830,3117,54,4,259.7
831,4572,46,2,38.31
832,253,6,3,14.01
833,1420,83,1,217.59
834,2337,1,1,291.6
835,1236,71,4,138.91
836,1000,34,4,87.7
837,3761,56,1,91.29
838,4117,83,1,217.59
839,4412,97,1,177.06
840,2612,26,5,281.44
841,1447,42,1,6.8
842,2171,91,3,35.31
843,2922,38,3,166.99
844,3684,26,2,281.44
845,2262,99,4,105.41
846,1946,59,2,11.5
847,4935,84,1,123.43
848,1854,24,4,25.36
849,600,21,1,18.03
850,4888,60,4,177.06
851,4136,90,5,123.72
852,3404,20,5,5.68
853,2991,6,5,14.01
854,4744,67,2,229.09
855,4278,10,4,195.12
856,4361,12,2,103.36
857,2819,97,4,177.06
858,863,22,1,105.83
859,4528,62,5,166.95
860,4056,61,5,253.46
861,1220,80,4,171.17
862,3796,17,2,64.19
863,4605,10,189,195.12
864,4543,12,3,103.36
865,528,83,5,217.59
866,2923,40,5,175.23
867,3205,23,2,191.71
868,1163,40,5,175.23
869,4765,74,2,192.94
870,3565,74,3,192.94
871,847,50,4,47.83
872,2118,10,4,195.12
873,3087,94,3,215.94
874,1771,4,5,229.97
875,3284,1,1,291.6
876,1826,43,5,34.78
877,3324,83,2,217.59
878,446,5,1,279.13
879,1026,94,3,215.94
880,1772,90,4,123.72
881,1360,34,4,87.7
882,19,66,5,127.76
883,561,24,4,25.36
884,472,14,5,160.93
885,28,41,2,210.84
886,560,42,2,6.8
887,2656,13,3,221.25
888,3237,29,2,265.91
889,4554,65,5,68.32
890,945,46,4,38.31
891,3949,34,2,87.7
892,3657,63,2,69.69
893,4964,4,5,229.97
894,3064,28,2,243.71
895,1980,83,4,217.59
896,2717,1,4,291.6
897,4922,36,4,12.23
898,816,13,4,221.25
899,2327,5,1,279.13
900,2331,97,4,177.06
901,1003,14,1,160.93
902,1543,80,4,171.17
903,4205,32,4,122.73
904,1230,50,5,47.83
905,3306,27,4,247.47
906,2530,35,2,207.78
907,1431,3,4,221.54
908,3913,4,3,229.97
909,1533,7,5,262.25
910,1893,77,5,74.22
911,3125,3,4,221.54
912,1422,81,3,40.39
913,391,59,4,11.5
914,2819,74,2,192.94
915,1870,1,5,291.6
916,2961,28,5,243.71
917,1196,59,3,11.5
918,2606,53,1,67.28
919,858,10,3,195.12
920,3228,71,2,138.91
921,1517,3,3,221.54
922,1154,7,1,262.25
923,843,9,2,191.6
924,1683,99,2,105.41
925,295,90,1,123.72
926,645,69,4,217.34
927,3634,13,3,221.25
928,2136,94,2,215.94
929,111,40,3,175.23
930,584,62,1,166.95
931,3226,62,5,166.95
932,1487,10,1,195.12
933,4865,87,3,248.01
934,1649,11,2,246.84
935,2382,76,3,141.64
936,106,62,5,166.95
937,3554,77,2,74.22
938,1695,56,5,91.29
939,1734,49,4,146.09
940,382,16,1,297.21
941,2737,73,4,168.62
942,4357,74,3,192.94
943,1317,93,4,235.99
944,2703,9,1,191.6
945,4916,33,2,218.33
946,4075,88,5,217.91
947,4805,35,2,207.78
948,907,75,4,160.25
949,663,39,3,191.47
950,463,77,4,74.22
951,2903,87,1,248.01
952,4681,25,1,6.67
953,943,80,3,171.17
954,158,56,2,91.29
955,3310,48,1,76.46
956,1327,85,1,51.79
957,2718,10,3,195.12
958,2669,41,2,210.84
959,2569,83,4,217.59
960,3393,99,5,105.41
961,2107,59,3,11.5
962,4800,28,2,243.71
963,648,41,5,210.84
964,3323,66,3,127.76
965,2939,51,4,214.48
966,2484,62,4,166.95
967,4242,30,2,211.51
968,2907,40,2,175.23
969,3026,40,4,175.23
970,1376,69,4,217.34
971,1824,62,3,166.95
972,245,15,2,239.05
973,2349,100,5,282.43
974,868,3,4,221.54
975,2862,24,5,25.36
976,480,41,2,210.84
977,2463,63,2,69.69
978,1936,48,1,76.46
979,3374,61,4,253.46
980,3022,48,2,76.46
981,3193,47,2,253.41
982,88,56,4,91.29
983,1241,76,1,141.64
984,573,8,1,160.53
985,814,78,1,94.44
986,179,18,1,298.42
987,1726,84,3,123.43
988,163,23,4,191.71
989,2641,69,4,217.34
990,1006,65,4,68.32
991,2349,46,1,38.31
992,2422,66,1,127.76
993,2756,80,2,171.17
994,4299,69,3,217.34
995,4143,22,4,105.83
996,4559,65,3,68.32
997,3742,12,4,103.36
998,4504,19,1,31.49
999,1218,22,1,105.83
1000,2475,55,4,123.39
1001,930,62,5,166.95
1002,317,51,1,214.48
1003,1503,48,2,76.46
1004,421,17,1,64.19
1005,4359,13,2,221.25
1006,1450,28,3,243.71
1007,428,67,1,229.09
1008,397,5,1,279.13
1009,796,100,3,282.43
1010,107,60,2,177.06
1011,4050,15,5,239.05
1012,98,81,2,40.39
1013,1904,44,4,261.34
1014,3571,46,4,38.31
1015,3302,29,4,265.91
1016,43,68,3,60.41
1017,1578,96,2,269.24
1018,4191,49,1,146.09
1019,4284,43,4,34.78
1020,385,68,2,60.41
1021,4915,77,1,74.22
1022,3472,20,2,5.68
1023,3578,18,3,298.42
1024,3239,64,4,14.93
1025,1697,49,5,146.09
1026,2135,42,4,6.8
1027,3893,12,4,103.36
1028,2537,89,3,85.11
1029,4322,94,1,215.94
1030,2393,79,4,90.54
1031,4614,36,1,12.23
1032,3816,8,1,160.53
1033,296,28,3,243.71
1034,414,86,4,265.19
1035,1996,60,3,177.06
1036,4,49,3,146.09
1037,178,38,5,166.99
1038,746,80,3,171.17
1039,4355,58,5,83.52
1040,652,5,1,279.13
1041,3890,46,1,38.31
1042,3272,98,2,142.76
1043,2483,75,2,160.25
1044,290,2,1,70.12
1045,803,89,4,85.11
1046,2531,25,2,6.67
1047,234,1,3,291.6
1048,408,95,2,180.08
1049,694,69,1,217.34
1050,1170,40,4,175.23
1051,4658,68,1,60.41
1052,2478,69,4,217.34
1053,432,69,2,217.34
1054,2545,16,3,297.21
1055,983,54,3,259.7
1056,3161,63,1,69.69
1057,3045,18,4,298.42
1058,4993,17,2,64.19
1059,3925,99,4,105.41
1060,3313,82,4,275.45
1061,4874,4,4,229.97
1062,4319,95,2,180.08
1063,1689,95,4,180.08
1064,468,9,3,191.6
1065,2617,31,1,35.8
1066,1346,5,5,279.13
1067,2423,100,4,282.43
1068,4508,16,3,297.21
1069,4722,42,3,6.8
1070,1012,41,1,210.84
1071,1678,80,1,171.17
1072,3698,84,5,123.43
1073,4898,30,5,211.51
1074,4067,26,5,281.44
1075,1893,49,2,146.09
1076,2870,31,2,35.8
1077,4351,50,3,47.83
1078,1487,15,1,239.05
1079,3340,52,4,201.72
1080,1417,38,1,166.99
1081,4858,38,2,166.99
1082,2847,60,3,177.06
1083,1358,20,4,5.68
