item_id,order_id,product_id,quantity,unit_price,revenue
159,1219,10,4,195.12,780.48
160,606,12,3,103.36,310.08
161,1671,22,3,105.83,317.49
162,4812,53,3,67.28,201.84
163,2298,21,5,18.03,90.15
164,2195,35,4,207.78,831.12
165,4444,71,1,138.91,138.91
166,1278,82,4,275.45,1101.8
167,399,27,2,247.47,494.94
168,2173,60,3,177.06,531.1800000000001
169,2811,99,2,105.41,210.82
170,2653,47,4,253.41,1013.64
171,2940,66,1,127.76,127.76
172,822,96,2,269.24,538.48
173,4998,15,2,239.05,478.1
174,945,24,5,25.36,126.8
175,3479,84,4,123.43,493.72
176,2780,10,2,195.12,390.24
177,4430,88,4,217.91,871.64
178,4451,24,1,25.36,25.36
179,1197,88,2,217.91,435.82
180,1213,57,1,49.94,49.94
181,824,34,2,87.7,175.4
182,1897,41,3,210.84,632.52
183,4264,40,5,175.23,876.15
184,2416,11,5,246.84,1234.2
185,536,90,5,123.72,618.6
186,3011,1,1,291.6,291.6
187,2628,30,4,211.51,846.04
188,3778,43,5,34.78,173.9
189,950,82,2,275.45,550.9
190,3509,26,2,281.44,562.88
191,4303,53,3,67.28,201.84
192,544,47,1,253.41,253.41
193,3901,9,2,191.6,383.2
194,3754,9,2,191.6,383.2
195,4225,1,3,291.6,874.8000000000001
196,2083,71,3,138.91,416.73
197,2867,44,4,261.34,1045.36
198,2247,59,4,11.5,46.0
199,1837,56,4,91.29,365.16
200,77,51,2,214.48,428.96
201,369,16,3,297.21,891.6299999999999
202,4622,38,1,166.99,166.99
203,349,11,4,246.84,987.36
204,4602,25,5,6.67,33.35
205,4739,93,2,235.99,471.98
206,4334,83,1,217.59,217.59
207,1456,82,2,275.45,550.9
208,2186,59,4,11.5,46.0
209,3812,29,2,265.91,531.82
210,3273,80,4,171.17,684.68
211,3683,40,2,175.23,350.46
212,1847,8,4,160.53,642.12
213,1855,98,3,142.76,428.28
214,2986,6,3,14.01,42.03
215,4451,45,3,206.12,618.36
216,2626,53,3,67.28,201.84
217,2895,94,3,215.94,647.8199999999999
218,559,98,5,142.76,713.8
219,2897,21,2,18.03,36.06
220,1918,57,3,49.94,149.82
221,1255,76,5,141.64,708.1999999999999
222,1682,6,5,14.01,70.05
223,1815,63,2,69.69,139.38
224,663,6,2,14.01,28.02
225,4117,53,4,67.28,269.12
226,3326,4,4,229.97,919.88
227,1242,9,3,191.6,574.8
228,3144,69,1,217.34,217.34
229,3038,74,4,192.94,771.76
230,162,72,1,247.32,247.32
231,4226,87,4,248.01,992.04
232,1951,4,5,229.97,1149.85
233,4321,58,5,83.52,417.59999999999997
234,1782,37,5,95.31,476.55
235,4676,71,1,138.91,138.91
236,1478,6,3,14.01,42.03
237,3031,51,4,214.48,857.92
238,3987,79,4,90.54,362.16
239,107,99,1,105.41,105.41
240,2669,50,5,47.83,239.14999999999998
241,4936,96,3,269.24,807.72
242,1165,14,4,160.93,643.72
243,1158,99,3,105.41,316.23
244,2247,11,3,246.84,740.52
245,667,10,2,195.12,390.24
246,2127,61,3,253.46,760.38
247,2942,81,2,40.39,80.78
248,512,13,1,221.25,221.25
249,250,34,5,87.7,438.5
250,889,60,2,177.06,354.12
251,1024,51,3,214.48,643.4399999999999
252,4695,5,5,279.13,1395.65
253,4849,74,3,192.94,578.8199999999999
254,600,32,3,122.73,368.19
255,3023,12,2,103.36,206.72
256,2531,52,1,201.72,201.72
257,2884,13,3,221.25,663.75
258,2065,85,2,51.79,103.58
259,1759,54,3,259.7,779.0999999999999
260,3570,97,5,177.06,885.3
261,1243,54,1,259.7,259.7
262,4330,41,3,210.84,632.52
263,2296,48,1,76.46,76.46
264,1926,51,1,214.48,214.48
265,2063,47,5,253.41,1267.05
266,3396,50,5,47.83,239.14999999999998
267,441,96,4,269.24,1076.96
268,2744,76,1,141.64,141.64
269,7,46,3,38.31,114.93
270,1587,99,5,105.41,527.05
271,826,100,3,282.43,847.29
272,3825,38,1,166.99,166.99
273,1269,92,5,60.77,303.85
274,3437,13,4,221.25,885.0
275,3439,76,1,141.64,141.64
276,1311,22,3,105.83,317.49
277,4034,2,4,70.12,280.48
278,1628,93,1,235.99,235.99
279,1037,77,5,74.22,371.1
280,478,99,1,105.41,105.41
281,2679,13,2,221.25,442.5
282,715,57,3,49.94,149.82
283,1677,34,5,87.7,438.5
284,2163,19,5,31.49,157.45
285,509,9,2,191.6,383.2
286,382,95,4,180.08,720.32
287,1181,33,5,218.33,1091.65
288,1846,27,4,247.47,989.88
289,4371,45,4,206.12,824.48
290,1719,2,4,70.12,280.48
291,1101,79,1,90.54,90.54
292,1861,83,2,217.59,435.18
293,2092,57,3,49.94,149.82
294,718,95,2,180.08,360.16
295,318,57,5,49.94,249.7
296,4630,16,2,297.21,594.42
297,1777,79,3,90.54,271.62
298,2285,6,1,14.01,14.01
299,1245,14,5,160.93,804.6500000000001
300,1334,27,1,247.47,247.47
301,3670,38,5,166.99,834.95
302,1201,19,3,31.49,94.47
303,1795,37,1,95.31,95.31
304,2702,4,3,229.97,689.91
305,1455,58,3,83.52,250.56
306,1934,90,2,123.72,247.44
307,747,9,5,191.6,958.0
308,841,40,4,175.23,700.92
309,2496,15,4,239.05,956.2
310,1089,4,1,229.97,229.97
311,793,90,3,123.72,371.15999999999997
312,1268,52,2,201.72,403.44
313,1551,18,5,297.21,1486.05
314,2691,53,1,67.28,67.28
315,293,59,3,11.5,34.5
316,4023,99,4,105.41,421.64
317,1405,54,4,259.7,1038.8
318,1649,41,5,210.84,1054.2
319,2817,60,5,177.06,885.3
320,3911,93,5,235.99,1179.95
321,2919,88,1,217.91,217.91
322,1398,4,5,229.97,1149.85
323,1694,85,1,51.79,51.79
324,1038,39,2,191.47,382.94
325,3853,7,3,262.25,786.75
326,1563,23,4,191.71,766.84
327,1113,85,1,51.79,51.79
328,1292,63,3,69.69,209.07
329,1162,65,5,68.32,341.59999999999997
330,1030,41,4,210.84,843.36
331,4338,89,1,85.11,85.11
332,4258,95,5,180.08,900.4000000000001
333,2740,44,3,261.34,784.02
334,979,45,2,206.12,412.24
335,518,69,3,217.34,652.02
336,4994,95,1,180.08,180.08
337,783,51,2,214.48,428.96
338,2832,65,2,68.32,136.64
339,4181,54,5,259.7,1298.5
340,138,56,3,91.29,273.87
341,754,94,1,215.94,215.94
342,2954,82,2,275.45,550.9
343,4809,72,5,247.32,1236.6
344,2456,90,2,123.72,247.44
345,2835,40,3,175.23,525.6899999999999
346,580,58,4,83.52,334.08
347,3256,15,1,239.05,239.05
348,3267,19,4,31.49,125.96
349,4650,10,3,195.12,585.36
350,396,88,4,217.91,871.64
351,1938,16,3,297.21,891.6299999999999
352,4906,43,3,34.78,104.34
353,2590,31,5,35.8,179.0
354,3035,16,4,297.21,1188.84
355,170,80,2,171.17,342.34
356,2338,28,3,243.71,731.13
357,3240,62,4,166.95,667.8
358,3416,20,2,5.68,11.36
359,3569,35,1,207.78,207.78
360,3217,59,2,11.5,23.0
361,3485,9,4,191.6,766.4
362,4836,10,4,195.12,780.48
363,1842,45,2,206.12,412.24
364,3761,82,2,275.45,550.9
365,4553,15,3,239.05,717.1500000000001
366,3027,30,4,211.51,846.04
367,3966,48,3,76.46,229.38
368,1602,96,3,269.24,807.72
369,1147,40,1,175.23,175.23
370,4327,91,4,35.31,141.24
371,2685,91,3,35.31,105.93
372,112,83,1,217.59,217.59
373,593,74,3,192.94,578.8199999999999
374,2440,44,3,261.34,784.02
375,1239,46,4,38.31,153.24
376,2795,6,2,14.01,28.02
377,2415,24,2,25.36,50.72
378,2130,73,4,168.62,674.48
379,2854,91,2,35.31,70.62
380,2870,7,5,262.25,1311.25
381,3599,6,2,14.01,28.02
382,3804,33,3,218.33,654.99
383,1527,85,3,51.79,155.37
384,1970,38,1,166.99,166.99
385,952,44,4,261.34,1045.36
386,1503,17,1,64.19,64.19
387,4468,31,3,35.8,107.39999999999999
388,3337,37,3,95.31,285.93
389,110,11,1,246.84,246.84
390,3987,92,5,60.77,303.85
391,2355,5,2,279.13,558.26
392,226,64,5,14.93,74.65
393,3012,76,5,141.64,708.1999999999999
394,4127,3,5,221.54,1107.7
395,614,56,5,91.29,456.45000000000005
396,99,63,2,69.69,139.38
397,811,38,4,166.99,667.96
398,3338,54,1,259.7,259.7
399,2700,2,5,70.12,350.6
400,4910,90,5,123.72,618.6
401,1020,2,1,70.12,70.12
402,3026,12,1,103.36,103.36
403,3529,40,4,175.23,700.92
404,3887,2,3,70.12,210.36
405,2980,80,4,171.17,684.68
406,3341,94,3,215.94,647.8199999999999
407,797,57,2,49.94,99.88
408,1958,47,4,253.41,1013.64
409,3067,36,2,12.23,24.46
410,3021,4,1,229.97,229.97
411,2681,75,4,160.25,641.0
412,4442,24,1,25.36,25.36
413,4820,82,5,275.45,1377.25
414,2949,91,1,35.31,35.31
415,3732,62,5,166.95,834.75
416,1102,2,3,70.12,210.36
417,1038,15,5,239.05,1195.25
418,4232,75,3,160.25,480.75
419,792,91,5,35.31,176.55
420,4175,49,5,146.09,730.45
421,1779,87,2,248.01,496.02
422,4801,35,2,207.78,415.56
423,982,94,1,215.94,215.94
424,1266,47,2,253.41,506.82
425,744,24,3,25.36,76.08
426,2432,83,2,217.59,435.18
427,375,60,1,177.06,177.06
428,1754,93,4,235.99,943.96
429,3898,77,3,74.22,222.66
430,2537,48,4,76.46,305.84
431,1992,23,3,191.71,575.13
432,2929,12,1,103.36,103.36
433,3447,41,2,210.84,421.68
434,592,29,4,265.91,1063.64
435,4629,70,4,260.75,1043.0
436,2570,51,2,214.48,428.96
437,2873,23,1,191.71,191.71
438,1177,31,2,35.8,71.6
439,1336,21,5,18.03,90.15
440,4694,24,5,25.36,126.8
441,113,72,5,247.32,1236.6
442,3773,9,4,191.6,766.4
443,1846,22,4,105.83,423.32
444,1988,4,1,229.97,229.97
445,4830,77,3,74.22,222.66
446,1986,98,2,142.76,285.52
447,3293,3,3,221.54,664.62
448,3243,28,4,243.71,974.84
449,253,90,2,123.72,247.44
450,124,98,4,142.76,571.04
451,1237,15,1,239.05,239.05
452,624,8,2,160.53,321.06
453,3157,48,4,76.46,305.84
454,3137,99,5,105.41,527.05
455,3390,88,5,217.91,1089.55
456,3418,52,4,201.72,806.88
457,1656,55,3,123.39,370.17
458,1267,37,1,95.31,95.31
459,2946,4,1,229.97,229.97
460,1161,55,4,123.39,493.56
461,2295,12,1,103.36,103.36
462,441,19,2,31.49,62.98
463,2093,79,1,90.54,90.54
464,2706,57,5,49.94,249.7
465,3760,94,4,215.94,863.76
466,554,37,2,95.31,190.62
467,4905,76,1,141.64,141.64
468,1113,83,5,217.59,1087.95
469,2778,98,3,142.76,428.28
470,1834,7,1,262.25,262.25
471,1315,92,5,60.77,303.85
472,3494,55,5,123.39,616.95
473,3139,28,5,243.71,1218.55
474,3113,93,5,235.99,1179.95
475,99,37,3,95.31,285.93
476,3926,84,4,123.43,493.72
477,1480,61,5,253.46,1267.3
478,4397,75,4,160.25,641.0
479,1223,39,3,191.47,574.41
480,4584,23,3,191.71,575.13
481,1005,52,2,201.72,403.44
482,477,84,2,123.43,246.86
483,1136,84,5,123.43,617.1500000000001
484,2857,11,4,246.84,987.36
485,1706,66,3,127.76,383.28000000000003
486,518,13,1,221.25,221.25
487,1221,77,2,74.22,148.44
488,2507,41,2,210.84,421.68
489,4326,49,1,146.09,146.09
490,1192,15,4,239.05,956.2
491,3881,56,4,91.29,365.16
492,3244,54,4,259.7,1038.8
493,1978,31,5,35.8,179.0
494,2243,61,5,253.46,1267.3
495,3091,58,1,83.52,83.52
496,1888,87,3,248.01,744.03
497,4560,60,1,177.06,177.06
498,974,53,3,67.28,201.84
499,66,86,1,265.19,265.19
500,2907,61,5,253.46,1267.3
501,571,80,4,171.17,684.68
502,3893,42,2,6.8,13.6
503,308,29,1,265.91,265.91
504,3409,84,1,123.43,123.43
505,3743,92,2,60.77,121.54
506,783,27,1,247.47,247.47
507,4217,44,4,261.34,1045.36
508,766,93,2,235.99,471.98
509,3476,5,2,279.13,558.26
510,773,52,4,201.72,806.88
511,3858,53,4,67.28,269.12
512,3186,52,2,201.72,403.44
513,540,38,4,166.99,667.96
514,2050,44,4,261.34,1045.36
515,3284,53,4,67.28,269.12
516,4676,2,2,70.12,140.24
517,1664,54,1,259.7,259.7
518,1048,84,3,123.43,370.29
519,3837,77,2,74.22,148.44
520,3440,90,3,123.72,371.15999999999997
521,506,35,4,207.78,831.12
522,3248,46,4,38.31,153.24
523,3501,72,1,247.32,247.32
524,1911,92,4,60.77,243.08
525,733,79,3,90.54,271.62
526,3514,55,2,123.39,246.78
527,1572,72,2,247.32,494.64
528,4610,11,1,246.84,246.84
529,2943,29,3,265.91,797.73
530,4457,69,4,217.34,869.36
531,2322,63,5,69.69,348.45
532,3336,47,1,253.41,253.41
533,4623,7,1,262.25,262.25
534,4375,64,5,14.93,74.65
535,2754,82,2,275.45,550.9
536,1373,64,2,14.93,29.86
537,1445,92,2,60.77,121.54
538,3377,12,5,103.36,516.8
539,290,12,4,103.36,413.44
540,2066,36,4,12.23,48.92
541,64,29,3,265.91,797.73
542,3946,11,3,246.84,740.52
543,330,53,2,67.28,134.56
544,4859,70,5,260.75,1303.75
545,1964,85,1,51.79,51.79
546,3089,74,4,192.94,771.76
547,2491,96,5,269.24,1346.2
548,141,47,3,253.41,760.23
549,4540,33,4,218.33,873.32
550,2474,81,4,40.39,161.56
551,3904,67,5,229.09,1145.45
552,450,43,3,34.78,104.34
553,1826,18,5,297.21,1486.05
554,4447,74,1,192.94,192.94
555,4695,53,4,67.28,269.12
556,4807,39,5,191.47,957.35
557,870,72,5,247.32,1236.6
558,3565,34,1,87.7,87.7
559,3660,37,5,95.31,476.55
560,3603,41,4,210.84,843.36
561,393,97,2,177.06,354.12
562,842,49,2,146.09,292.18
563,2449,10,3,195.12,585.36
564,2792,40,1,175.23,175.23
565,2954,18,3,297.21,891.6299999999999
566,1359,25,2,6.67,13.34
567,991,41,1,210.84,210.84
568,1039,36,5,12.23,61.150000000000006
569,28,2,5,70.12,350.6
570,388,83,4,217.59,870.36
571,833,74,2,192.94,385.88
572,250,49,5,146.09,730.45
573,2028,67,1,229.09,229.09
574,1529,53,5,67.28,336.4
575,4194,19,3,31.49,94.47
576,1839,26,3,281.44,844.3199999999999
577,1361,54,3,259.7,779.0999999999999
578,3110,51,3,214.48,643.4399999999999
579,1324,25,3,6.67,20.009999999999998
580,2227,17,4,64.19,256.76
581,3681,74,3,192.94,578.8199999999999
582,892,61,4,253.46,1013.84
583,1306,46,4,38.31,153.24
584,4549,55,5,123.39,616.95
585,4193,50,1,47.83,47.83
586,262,75,3,160.25,480.75
587,2341,11,1,246.84,246.84
588,1794,12,2,103.36,206.72
589,2297,40,4,175.23,700.92
590,2293,48,2,76.46,152.92
591,2171,56,4,91.29,365.16
592,325,8,3,160.53,481.59000000000003
593,986,88,2,217.91,435.82
594,4783,14,5,160.93,804.6500000000001
595,3853,87,2,248.01,496.02
596,1740,56,4,91.29,365.16
597,1861,54,4,259.7,1038.8
598,3138,100,1,282.43,282.43
599,3899,17,2,64.19,128.38
600,836,45,5,206.12,1030.6
601,4155,5,3,279.13,837.39
602,2779,3,1,221.54,221.54
603,1397,9,2,191.6,383.2
604,1677,84,1,123.43,123.43
605,4332,20,2,5.68,11.36
606,4314,83,3,217.59,652.77
607,1838,21,3,18.03,54.09
608,3722,80,5,171.17,855.8499999999999
609,3673,33,1,218.33,218.33
610,3023,5,5,279.13,1395.65
611,4685,24,2,25.36,50.72
612,1672,63,3,69.69,209.07
613,917,79,3,90.54,271.62
614,918,26,4,281.44,1125.76
615,1134,89,4,85.11,340.44
616,1837,92,5,60.77,303.85
617,2139,33,1,218.33,218.33
618,4008,18,2,297.21,594.42
619,1906,18,5,297.21,1486.05
620,3990,38,3,166.99,500.97
621,3486,33,3,218.33,654.99
622,4798,27,3,247.47,742.41
623,2121,49,2,146.09,292.18
624,2733,50,5,47.83,239.14999999999998
625,2770,15,2,239.05,478.1
626,1322,77,3,74.22,222.66
627,3717,52,4,201.72,806.88
628,3355,98,5,142.76,713.8
629,1529,68,4,60.41,241.64
630,4744,99,5,105.41,527.05
631,760,19,3,31.49,94.47
632,3413,95,4,180.08,720.32
633,1358,25,4,6.67,26.68
634,2191,76,5,141.64,708.1999999999999
635,3482,76,4,141.64,566.56
636,949,25,4,6.67,26.68
637,2080,33,3,218.33,654.99
638,1767,60,5,177.06,885.3
639,28,37,5,95.31,476.55
640,2471,92,1,60.77,60.77
641,2539,43,5,34.78,173.9
642,160,9,3,191.6,574.8
643,2893,14,4,160.93,643.72
644,4114,3,1,221.54,221.54
645,3723,69,4,217.34,869.36
646,3732,56,5,91.29,456.45000000000005
647,2472,26,2,281.44,562.88
648,5000,53,4,67.28,269.12
649,4851,41,5,210.84,1054.2
650,1571,82,3,275.45,826.3499999999999
651,837,21,5,18.03,90.15
652,4990,39,1,191.47,191.47
653,3939,80,2,171.17,342.34
654,2287,23,2,191.71,383.42
655,3406,93,2,235.99,471.98
656,2671,74,3,192.94,578.8199999999999
657,4113,58,2,83.52,167.04
658,4748,69,4,217.34,869.36
659,4356,75,3,160.25,480.75
660,1628,29,5,265.91,1329.5500000000002
661,1867,62,1,166.95,166.95
662,205,53,3,67.28,201.84
663,3580,45,1,206.12,206.12
664,3175,27,3,247.47,742.41
665,792,34,5,87.7,438.5
666,4093,14,1,160.93,160.93
667,3748,41,3,210.84,632.52
668,1106,74,1,192.94,192.94
669,1091,60,2,177.06,354.12
670,1608,42,2,6.8,13.6
671,1840,51,2,214.48,428.96
672,3398,75,4,160.25,641.0
673,67,11,2,246.84,493.68
674,4780,35,2,207.78,415.56
675,1279,19,5,31.49,157.45
676,4159,88,1,217.91,217.91
677,814,65,1,68.32,68.32
678,403,76,2,141.64,283.28
679,2003,61,1,253.46,253.46
680,4167,47,3,253.41,760.23
681,2926,14,2,160.93,321.86
682,2994,67,2,229.09,458.18
683,1087,52,4,201.72,806.88
684,4341,32,3,122.73,368.19
685,2567,80,2,171.17,342.34
686,4489,10,2,195.12,390.24
687,772,17,1,64.19,64.19
688,3673,40,2,175.23,350.46
689,3249,68,2,60.41,120.82
690,1670,63,2,69.69,139.38
691,1557,15,2,239.05,478.1
692,2959,97,4,177.06,708.24
693,1152,39,3,191.47,574.41
694,1218,57,4,49.94,199.76
695,2232,10,1,195.12,195.12
696,4343,71,5,138.91,694.55
697,3945,97,2,177.06,354.12
698,2043,17,1,64.19,64.19
699,706,76,5,141.64,708.1999999999999
700,2670,17,2,64.19,128.38
701,2114,16,2,297.21,594.42
702,2978,78,5,94.44,472.2
703,4350,3,4,221.54,886.16
704,4379,51,5,214.48,1072.3999999999999
705,423,94,5,215.94,1079.7
706,2022,46,3,38.31,114.93
707,3794,55,2,123.39,246.78
708,4132,99,2,105.41,210.82
709,531,26,4,281.44,1125.76
710,91,76,4,141.64,566.56
711,3373,31,3,35.8,107.39999999999999
712,1943,81,3,40.39,121.17
713,3806,72,3,247.32,741.96
714,1241,19,4,31.49,125.96
715,1759,90,5,123.72,618.6
716,98,68,2,60.41,120.82
717,1480,15,2,239.05,478.1
718,4627,58,1,83.52,83.52
719,1833,78,4,94.44,377.76
720,2586,30,4,211.51,846.04
721,3648,48,3,76.46,229.38
722,80,56,1,91.29,91.29
723,4710,42,1,6.8,6.8
724,2224,24,4,25.36,101.44
725,2570,52,3,201.72,605.16
726,1773,43,2,34.78,69.56
727,4519,34,3,87.7,263.1
728,1124,60,2,177.06,354.12
729,3812,83,4,217.59,870.36
730,3475,3,3,221.54,664.62
731,2624,68,1,60.41,60.41
732,1404,11,5,246.84,1234.2
733,2579,13,1,221.25,221.25
734,332,50,2,47.83,95.66
735,4749,82,4,275.45,1101.8
736,3609,19,3,31.49,94.47
737,740,44,4,261.34,1045.36
738,4607,33,4,218.33,873.32
739,42,38,2,166.99,333.98
740,4981,3,4,221.54,886.16
741,3879,99,3,105.41,316.23
742,1950,65,1,68.32,68.32
743,3461,35,4,207.78,831.12
744,2129,36,3,12.23,36.69
745,4498,38,3,166.99,500.97
746,2155,39,2,191.47,382.94
747,1238,25,4,6.67,26.68
748,1767,64,2,14.93,29.86
749,1842,13,1,221.25,221.25
750,506,68,1,60.41,60.41
751,1842,70,3,260.75,782.25
752,4816,75,4,160.25,641.0
753,1395,1,3,291.6,874.8000000000001
754,257,72,4,247.32,989.28
755,1721,54,2,259.7,519.4
756,1072,98,1,142.76,142.76
757,1623,9,1,191.6,191.6
758,4993,36,2,12.23,24.46
759,2067,37,5,95.31,476.55
760,1070,59,5,11.5,57.5
761,451,21,5,18.03,90.15
762,898,20,4,5.68,22.72
763,4837,1,2,291.6,583.2
764,3729,99,4,105.41,421.64
765,82,59,4,11.5,46.0
766,737,28,2,243.71,487.42
767,4175,71,4,138.91,555.64
768,3945,56,2,91.29,182.58
769,2208,9,5,191.6,958.0
770,3949,65,5,68.32,341.59999999999997
771,2003,36,4,12.23,48.92
772,1692,98,1,142.76,142.76
773,1180,34,2,87.7,175.4
774,2936,81,3,40.39,121.17
775,2516,32,3,122.73,368.19
776,4949,66,4,127.76,511.04
777,462,100,1,282.43,282.43
778,2902,25,2,6.67,13.34
779,117,51,5,214.48,1072.3999999999999
780,1655,63,4,69.69,278.76
781,4562,90,2,123.72,247.44
782,1799,45,2,206.12,412.24
783,660,26,2,281.44,562.88
784,3238,21,1,18.03,18.03
785,2123,82,2,275.45,550.9
786,3820,93,1,235.99,235.99
787,3344,51,1,214.48,214.48
788,2551,24,2,25.36,50.72
789,4891,92,5,60.77,303.85
790,1587,12,2,103.36,206.72
791,4683,11,5,246.84,1234.2
792,2748,27,4,247.47,989.88
793,635,23,3,191.71,575.13
794,2883,33,4,218.33,873.32
795,2812,80,1,171.17,171.17
796,4454,92,4,60.77,243.08
797,4016,92,3,60.77,182.31
798,2740,38,3,166.99,500.97
799,1885,55,5,123.39,616.95
800,1519,70,4,260.75,1043.0
801,622,42,1,6.8,6.8
802,4578,29,1,265.91,265.91
803,1538,34,5,87.7,438.5
804,2338,57,5,49.94,249.7
805,1995,3,4,221.54,886.16
806,2071,6,5,14.01,70.05
807,4902,48,3,76.46,229.38
808,4931,64,1,14.93,14.93
809,2366,13,3,221.25,663.75
810,2846,36,2,12.23,24.46
811,3039,79,3,90.54,271.62
812,855,70,1,260.75,260.75
