order_id,customer_id,order_date,status,region
194,700,2026-01-24,cancelled,Northeast
195,199,2025-06-25,completed,Northeast
196,303,2026-02-17,completed,Southeast
197,327,2025-07-24,completed,Northeast
198,154,2025-07-25,completed,West
199,552,2026-04-23,cancelled,Southwest
200,645,2026-01-19,returned,Southeast
201,405,2026-02-26,completed,Southwest
202,462,2025-08-13,completed,Southwest
203,132,2025-10-03,cancelled,Midwest
204,791,2026-02-15,cancelled,Midwest
205,874,2026-03-27,cancelled,Southeast
206,84,2025-12-23,completed,Midwest
207,399,2025-09-06,completed,Midwest
208,754,2026-02-21,completed,Midwest
209,628,2026-05-09,returned,Southwest
210,109,2025-08-31,completed,Southeast
211,221,2026-05-21,completed,Southwest
212,904,2025-10-27,completed,West
213,553,2025-12-11,completed,Southwest
214,368,2026-04-29,cancelled,West
215,147,2026-04-18,completed,Northeast
216,112,2025-11-28,returned,Northeast
217,615,2025-12-31,completed,West
218,558,2026-02-09,returned,West
219,924,2026-01-07,completed,Southwest
220,494,2025-07-21,cancelled,West
221,505,2025-09-24,completed,Southeast
222,475,2025-09-13,completed,Northeast
223,836,2025-06-22,completed,Northeast
224,890,2025-11-10,cancelled,West
225,271,2025-05-31,completed,Midwest
226,995,2026-03-18,completed,Midwest
227,421,2026-02-28,completed,West
228,897,2025-09-15,returned,Southeast
229,707,2026-03-18,completed,Midwest
230,367,2025-09-10,completed,West
231,280,2025-05-24,completed,Southeast
232,283,2025-06-26,completed,Southeast
233,40,2026-05-18,cancelled,Southwest
234,959,2026-04-09,completed,Southeast
235,189,2025-06-20,cancelled,Midwest
236,164,2025-09-15,completed,Midwest
237,994,2025-06-24,returned,West
238,989,2025-06-06,cancelled,West
239,536,2025-11-06,cancelled,Southeast
240,536,2025-06-26,completed,Northeast
241,4,2026-02-08,completed,Southwest
242,835,2025-09-19,completed,Northeast
243,290,2025-10-10,cancelled,Southeast
244,953,2026-04-28,completed,Southeast
245,433,2026-01-24,completed,Northeast
246,471,2025-09-07,cancelled,Southwest
247,181,2026-02-21,completed,Northeast
248,248,2025-07-27,cancelled,West
249,628,2026-03-09,completed,Midwest
250,279,2026-03-12,returned,West
251,877,2026-01-18,cancelled,Midwest
252,581,2025-09-22,cancelled,Southeast
253,863,2026-01-18,returned,Southwest
254,254,2025-12-15,completed,Northeast
255,181,2025-08-26,completed,Southwest
256,830,2025-07-08,completed,
257,681,2025-07-09,completed,West
258,825,2026-04-23,completed,West
259,509,2025-12-27,completed,Northeast
260,761,2025-11-18,completed,Southwest
261,700,2025-12-23,completed,Northeast
262,566,2025-12-17,completed,Southeast
263,326,2026-01-15,cancelled,West
264,357,2025-06-17,cancelled,Southeast
265,825,2026-04-30,returned,West
266,650,2026-04-20,cancelled,West
267,680,2026-04-16,completed,Midwest
268,391,2025-07-10,completed,Southeast
269,615,2025-06-21,completed,Southeast
270,934,2025-12-13,returned,Midwest
271,85,2025-11-10,completed,Southwest
272,317,2025-07-15,cancelled,Southeast
273,212,2025-09-25,cancelled,Northeast
274,515,2025-08-27,completed,Midwest
275,384,2025-08-26,completed,Southeast
276,691,2026-02-19,completed,Southwest
277,342,2026-01-05,returned,Southeast
278,815,2025-07-31,completed,West
279,964,2025-12-23,returned,Northeast
280,988,2025-08-22,completed,Midwest
281,844,2025-10-10,cancelled,West
282,38,2026-01-12,completed,Southwest
283,511,2025-09-25,completed,West
284,420,2025-06-28,cancelled,West
285,751,2026-01-02,completed,Southwest
286,169,2026-02-26,cancelled,West
287,965,2025-07-10,cancelled,Midwest
288,909,2025-06-15,returned,Southeast
289,343,2026-04-19,returned,West
290,826,2026-02-21,completed,Midwest
291,306,2025-05-28,completed,Southeast
292,542,2025-07-07,completed,Southeast
293,702,2025-09-19,completed,West
294,869,2025-08-14,cancelled,Midwest
295,537,2025-12-15,completed,West
296,112,2026-01-24,completed,Southwest
297,411,2026-01-22,completed,Southeast
298,947,2025-09-07,cancelled,West
299,206,2025-12-12,cancelled,Southeast
300,185,2025-06-20,completed,Midwest
301,382,2025-08-13,completed,Northeast
302,496,2025-12-01,completed,West
303,379,2025-05-22,completed,West
304,47,2025-12-06,returned,Southeast
305,886,2025-10-03,completed,Midwest
306,740,2026-01-08,completed,Southwest
307,551,2025-10-14,cancelled,Midwest
308,528,2025-12-23,returned,West
309,504,2026-05-12,completed,Southwest
310,22,2026-03-01,completed,Midwest
311,213,2026-04-24,completed,Northeast
312,310,2026-01-25,returned,Southeast
313,661,2025-08-08,completed,Midwest
314,968,2025-08-26,completed,Midwest
315,753,2025-10-19,completed,Northeast
316,272,2025-09-09,completed,West
317,571,2025-06-19,completed,Southeast
318,799,2026-03-13,completed,Midwest
319,938,2026-02-22,completed,Southwest
320,202,2025-06-21,cancelled,Midwest
321,32,2025-10-28,completed,Southeast
322,443,2025-06-19,cancelled,Midwest
323,162,2025-06-15,completed,Northeast
324,767,2026-03-16,completed,Midwest
325,254,2026-01-20,returned,Midwest
326,521,2026-02-02,returned,Southwest
327,977,2026-02-16,returned,Northeast
328,651,2025-08-09,returned,Northeast
329,480,2025-06-19,returned,Midwest
330,10,2026-02-05,completed,Southwest
331,726,2025-07-01,completed,Midwest
332,505,2025-08-24,returned,Midwest
333,785,2025-06-25,completed,Southeast
334,836,2026-03-21,cancelled,Southeast
335,560,2025-06-24,completed,Southwest
336,436,2026-05-01,cancelled,West
337,111,2025-09-18,completed,Southeast
338,153,2025-12-13,cancelled,West
339,635,2025-07-21,completed,Northeast
340,917,2026-03-08,completed,Southeast
341,869,2025-09-24,completed,Southeast
342,102,2026-03-13,cancelled,Southwest
343,753,2026-03-21,completed,West
344,833,2025-06-10,completed,Southeast
345,191,2026-04-03,completed,Southeast
346,729,2025-07-01,cancelled,Southwest
347,563,2025-12-21,completed,Southwest
348,804,2026-04-22,completed,West
349,81,2026-03-15,returned,Northeast
350,489,2026-03-06,returned,Northeast
351,895,2026-02-12,returned,Midwest
352,88,2025-10-29,completed,Southeast
353,194,2025-10-01,returned,West
354,104,2025-09-02,completed,Southeast
355,783,2026-04-28,cancelled,West
356,96,2025-10-28,completed,West
357,423,2025-09-20,completed,West
358,891,2025-10-03,returned,Southeast
359,198,2025-12-09,cancelled,Southwest
360,1,2025-07-27,completed,Southeast
361,407,2026-04-29,completed,West
362,378,2026-04-16,completed,Midwest
363,167,2025-10-21,completed,Northeast
364,509,2026-01-10,completed,West
365,638,2025-10-29,cancelled,Midwest
366,313,2025-06-27,cancelled,Southwest
367,593,2025-05-25,completed,West
368,418,2026-01-10,completed,Midwest
369,763,2026-04-04,completed,West
370,681,2026-03-05,completed,Southeast
371,477,2025-07-11,cancelled,Midwest
372,73,2025-06-27,cancelled,Southeast
373,141,2026-02-20,returned,Southeast
374,582,2025-09-07,cancelled,Midwest
375,262,2026-02-04,cancelled,Northeast
376,340,2025-10-03,completed,Midwest
377,308,2025-07-27,completed,Northeast
378,245,2025-11-15,completed,West
379,515,2025-06-25,completed,West
380,337,2025-09-23,completed,Midwest
381,575,2025-11-26,returned,West
382,561,2025-10-13,cancelled,Southwest
383,76,2025-08-09,completed,Southeast
384,880,2025-12-31,completed,Southeast
385,175,2026-02-23,completed,Northeast
386,109,2026-05-16,completed,West
387,183,2025-10-22,cancelled,Northeast
388,192,2026-03-30,completed,Southeast
389,65,2026-04-20,completed,Southeast
390,849,2026-02-15,completed,West
391,963,2025-05-25,completed,Southwest
392,474,2026-04-27,cancelled,Southwest
393,783,2026-02-28,completed,West
394,100,2025-10-21,cancelled,West
395,544,2026-04-25,returned,Northeast
396,864,2025-07-13,cancelled,West
397,128,2025-07-28,completed,Southwest
398,452,2025-10-03,completed,West
399,914,2025-07-19,completed,Northeast
400,369,2025-07-14,completed,Northeast
401,851,2026-02-28,completed,Northeast
402,43,2025-08-08,completed,Northeast
403,884,2025-10-07,cancelled,Midwest
404,419,2025-10-12,returned,West
405,488,2026-03-26,completed,Southeast
406,78,2025-09-05,completed,West
407,826,2025-11-12,completed,Midwest
408,801,2025-09-02,completed,Northeast
409,270,2026-05-07,completed,Midwest
410,674,2026-04-10,completed,Southwest
411,701,2025-10-03,cancelled,Southwest
412,759,2026-02-03,completed,West
413,900,2026-01-26,completed,West
414,728,2025-09-26,completed,Southeast
415,315,2025-06-16,returned,Southeast
416,925,2025-07-07,returned,Southwest
417,851,2026-04-10,completed,Northeast
418,902,2025-12-23,cancelled,Midwest
419,889,2025-10-09,completed,Southeast
420,993,2025-06-12,cancelled,Southeast
421,945,2025-05-22,completed,Northeast
422,168,2025-11-07,cancelled,Northeast
423,339,2025-07-26,cancelled,West
424,193,2026-04-12,completed,Midwest
425,453,2025-10-02,completed,Northeast
426,283,2025-08-11,returned,Southeast
427,336,2026-01-02,completed,Southeast
428,390,2026-02-27,completed,Southwest
429,1000,2026-05-17,completed,Northeast
430,525,2025-12-25,completed,West
431,240,2026-03-04,completed,Midwest
432,832,2025-05-25,returned,West
433,958,2025-07-17,completed,
434,483,2025-06-28,completed,West
435,659,2026-05-09,completed,Southeast
436,716,2025-08-05,completed,Southeast
437,592,2026-02-24,returned,Southeast
438,891,2025-06-08,returned,Southeast
439,555,2025-11-26,returned,Southeast
440,458,2026-03-15,completed,Southwest
441,89,2026-02-27,completed,West
442,660,2025-08-04,returned,Southwest
443,95,2025-12-27,cancelled,Southwest
444,452,2025-07-25,completed,Northeast
445,428,2025-06-11,completed,Northeast
446,151,2025-10-25,cancelled,Northeast
447,514,2025-11-23,completed,Midwest
448,376,2025-06-10,completed,Northeast
449,22,2025-11-20,completed,West
450,883,2025-09-05,cancelled,Southwest
451,313,2026-05-05,completed,West
452,997,2025-09-25,completed,Northeast
453,840,2026-04-27,completed,Midwest
454,519,2025-07-12,completed,Midwest
455,206,2025-11-18,completed,Southwest
456,952,2026-03-03,cancelled,West
457,375,2025-12-15,completed,Southeast
458,451,2026-04-03,cancelled,West
459,626,2025-08-08,cancelled,Northeast
460,784,2025-09-19,returned,Southeast
461,595,2025-08-12,cancelled,Midwest
462,179,2025-08-19,completed,Southwest
463,210,2025-12-18,completed,Southwest
464,500,2025-06-02,cancelled,Midwest
465,464,2025-08-20,completed,Northeast
466,840,2025-11-07,cancelled,Midwest
467,124,2025-12-17,cancelled,Northeast
468,993,2026-04-28,returned,Southeast
469,113,2025-09-25,completed,Midwest
470,12,2025-10-04,completed,Northeast
471,126,2025-08-10,returned,Southeast
472,565,2026-05-15,completed,Midwest
473,331,2025-07-15,cancelled,Southwest
474,901,2025-12-02,completed,Midwest
475,283,2025-06-09,completed,West
476,140,2026-01-16,returned,Midwest
477,401,2025-09-11,cancelled,West
478,902,2025-08-31,cancelled,Southeast
479,97,2026-01-11,completed,Midwest
480,517,2025-11-16,returned,Southeast
481,569,2025-10-24,completed,Southeast
482,924,2025-09-14,cancelled,Northeast
483,846,2025-09-12,completed,Southeast
484,69,2025-06-02,completed,Southeast
485,118,2026-04-23,cancelled,Midwest
486,888,2025-08-27,completed,Midwest
487,59,2025-12-11,cancelled,Southwest
488,33,2025-11-05,completed,Northeast
489,318,2025-10-10,returned,Southeast
490,50,2025-06-25,completed,Northeast
491,880,2025-10-10,completed,West
492,489,2025-11-16,cancelled,Southeast
493,19,2026-04-14,cancelled,Northeast
494,726,2026-02-05,completed,Southwest
495,197,2025-12-11,returned,Southwest
496,891,2026-05-03,completed,Southeast
497,450,2026-02-19,completed,West
498,990,2025-11-06,completed,Southwest
499,559,2025-06-04,returned,Southwest
500,679,2025-07-19,completed,West
501,452,2025-10-01,completed,Northeast
502,289,2025-08-20,completed,Southwest
503,141,2026-03-14,completed,Midwest
504,84,2025-10-03,completed,Southwest
505,694,2025-06-09,completed,Northeast
506,391,2025-07-15,completed,Northeast
507,591,2026-03-22,cancelled,Southeast
508,215,2025-12-29,completed,Midwest
509,526,2025-11-13,returned,Northeast
510,215,2025-10-28,returned,West
511,403,2025-12-30,returned,Midwest
512,128,2026-03-27,completed,Midwest
513,822,2026-02-06,completed,West
514,477,2025-07-19,completed,Southwest
515,760,2025-12-04,completed,West
516,404,2026-03-12,cancelled,West
517,29,2025-08-26,completed,Southwest
518,792,2025-09-28,completed,Southwest
519,338,2025-06-12,cancelled,Southwest
520,831,2026-05-18,cancelled,Southwest
521,714,2025-12-30,cancelled,Southwest
522,361,2025-05-21,completed,West
523,569,2026-02-11,returned,Southeast
524,392,2026-02-20,returned,Southeast
525,218,2026-05-07,completed,Northeast
526,574,2026-04-29,cancelled,Southeast
527,669,2025-08-29,completed,Southeast
528,202,2025-11-23,cancelled,West
529,17,2025-12-27,completed,Southwest
530,322,2025-06-25,returned,Southwest
531,518,2026-04-26,completed,West
532,570,2025-11-06,cancelled,Southeast
533,325,2026-04-05,returned,West
534,412,2025-10-28,completed,Northeast
535,318,2026-04-25,completed,Southwest
536,681,2025-07-23,returned,Midwest
537,965,2025-10-21,returned,Northeast
538,82,2026-02-04,cancelled,Northeast
539,474,2025-10-26,completed,West
540,468,2026-04-27,cancelled,Southeast
541,425,2025-12-16,completed,Southwest
542,945,2025-11-04,returned,Midwest
543,731,2025-12-13,completed,Northeast
544,689,2026-05-12,completed,Midwest
545,204,2025-10-19,completed,
546,583,2026-02-28,cancelled,Southeast
547,387,2025-07-25,completed,Midwest
548,778,2025-08-27,completed,Southwest
549,98,2025-12-22,completed,Southeast
550,345,2026-04-26,completed,Midwest
551,803,2025-12-01,completed,Northeast
552,208,2026-05-02,completed,Midwest
553,514,2025-08-18,cancelled,Midwest
554,636,2026-04-01,completed,West
555,792,2026-03-08,completed,Southeast
556,586,2025-10-22,returned,Southwest
557,166,2025-12-14,completed,Southwest
558,22,2026-02-25,completed,West
559,154,2025-05-21,returned,Southwest
560,939,2025-10-23,returned,Midwest
561,439,2025-10-14,returned,West
562,295,2025-09-05,completed,Northeast
563,219,2025-12-27,cancelled,Southeast
564,669,2026-03-13,completed,Southeast
565,495,2026-03-27,returned,Southeast
566,230,2026-04-21,completed,Midwest
567,20,2025-11-01,completed,Northeast
568,987,2026-01-14,completed,West
569,553,2026-01-02,completed,West
570,950,2026-01-02,cancelled,Southeast
571,148,2026-05-01,cancelled,Northeast
572,108,2025-09-07,completed,Northeast
573,403,2026-02-06,completed,Northeast
574,596,2026-01-18,cancelled,Southwest
575,483,2025-08-15,completed,Southwest
576,367,2026-04-23,cancelled,Southeast
577,834,2025-07-03,completed,Northeast
578,414,2025-10-13,completed,Northeast
579,309,2026-02-08,completed,West
580,802,2026-04-25,completed,West
581,918,2026-04-10,completed,Southeast
582,835,2026-04-03,cancelled,Northeast
583,134,2025-11-08,returned,Southeast
584,719,2025-07-07,cancelled,West
585,283,2025-09-18,cancelled,West
586,778,2026-04-30,completed,Southwest
587,73,2025-10-26,completed,Southeast
588,481,2025-09-13,completed,Southeast
589,352,2025-08-30,completed,Northeast
590,560,2025-08-04,returned,Northeast
591,326,2025-06-02,cancelled,Southwest
592,745,2025-06-13,returned,Midwest
593,443,2025-09-23,returned,Midwest
594,100,2026-01-19,completed,Midwest
595,59,2026-03-29,completed,Southeast
596,508,2025-06-27,returned,Southeast
597,258,2026-01-09,cancelled,West
598,413,2025-12-19,completed,Southeast
599,452,2026-04-08,cancelled,Southeast
600,65,2026-03-11,completed,Southeast
601,595,2025-08-28,cancelled,Southwest
602,154,2026-05-12,cancelled,Southeast
603,985,2025-12-03,completed,Northeast
604,266,2026-01-29,completed,Northeast
605,821,2025-12-11,completed,West
606,79,2025-09-22,returned,Southwest
607,315,2025-08-04,cancelled,Northeast
608,662,2026-04-21,cancelled,Southwest
609,947,2026-05-08,completed,Southwest
610,560,2025-05-23,completed,West
611,917,2025-07-14,returned,Southwest
612,891,2025-12-24,returned,Southeast
613,248,2025-09-10,completed,Southwest
614,790,2025-08-19,completed,West
615,868,2026-05-12,completed,West
616,610,2026-02-10,completed,West
617,414,2026-01-13,cancelled,Northeast
618,25,2025-06-15,cancelled,Southeast
619,284,2026-03-02,returned,Northeast
620,449,2025-09-25,completed,Midwest
621,881,2025-07-22,cancelled,Southeast
622,301,2026-01-09,completed,Southwest
623,68,2025-07-28,completed,West
624,7,2026-01-13,returned,Midwest
625,817,2026-04-27,cancelled,Southeast
626,137,2026-02-16,cancelled,Northeast
627,164,2026-03-03,completed,West
628,83,2026-03-21,cancelled,Northeast
629,897,2025-10-30,cancelled,Southeast
630,650,2026-01-02,completed,Southeast
631,420,2026-03-30,completed,Midwest
632,73,2026-02-03,returned,Southwest
633,237,2025-12-25,completed,Northeast
634,46,2026-02-25,cancelled,Midwest
635,618,2026-01-04,cancelled,West
636,928,2025-08-10,completed,Southwest
637,800,2026-01-19,returned,Midwest
638,262,2026-01-06,cancelled,Northeast
639,176,2025-09-30,returned,Southeast
640,166,2025-09-24,completed,West
641,657,2026-04-12,completed,Northeast
642,842,2025-10-09,cancelled,Southwest
643,370,2026-02-11,returned,Southwest
644,795,2026-01-24,completed,Southeast
645,54,2026-04-06,returned,Southeast
646,690,2025-09-20,returned,West
647,419,2025-10-08,completed,West
648,756,2026-01-01,cancelled,Southeast
649,507,2025-06-29,cancelled,Southeast
650,341,2026-05-21,completed,Southwest
651,127,2025-10-14,returned,Southeast
652,409,2025-09-18,completed,
653,924,2025-10-07,completed,Northeast
654,367,2025-11-08,returned,Southeast
655,271,2025-10-31,completed,West
656,644,2026-02-21,completed,Midwest
657,605,2025-07-01,completed,West
658,379,2025-07-30,cancelled,Midwest
659,73,2025-08-06,cancelled,Southeast
660,923,2025-09-16,returned,Northeast
661,922,2025-12-03,completed,West
662,915,2026-05-11,completed,Midwest
663,248,2025-08-07,completed,Southwest
664,860,2026-05-17,completed,Southeast
665,785,2025-09-07,cancelled,Northeast
666,43,2025-06-22,cancelled,Southeast
667,377,2025-12-19,completed,Southwest
668,41,2025-12-15,cancelled,Northeast
669,170,2025-11-06,completed,Southwest
670,946,2026-02-22,returned,Southeast
671,212,2026-01-14,completed,Midwest
672,493,2025-12-19,completed,Southeast
673,680,2025-06-21,returned,Southeast
674,39,2025-09-03,completed,Southeast
675,369,2025-12-22,completed,West
676,757,2025-12-06,completed,Southwest
677,151,2026-03-16,returned,Southwest
678,111,2026-05-12,cancelled,Southwest
679,480,2025-05-31,completed,West
680,436,2026-03-11,completed,Midwest
681,47,2025-12-01,cancelled,Southeast
682,575,2026-01-20,returned,Midwest
683,737,2025-05-24,cancelled,West
684,366,2025-11-17,completed,Southwest
685,69,2025-10-20,cancelled,Southeast
686,299,2025-12-06,completed,Northeast
687,944,2025-12-21,returned,Northeast
688,802,2026-02-20,completed,Midwest
689,296,2026-02-24,returned,Southwest
690,203,2026-03-25,cancelled,Northeast
691,61,2025-09-10,cancelled,Midwest
692,946,2026-01-25,returned,West
693,963,2025-09-10,completed,Midwest
694,830,2025-10-07,completed,Midwest
695,314,2025-12-30,cancelled,Midwest
696,161,2026-01-24,cancelled,Southeast
697,331,2025-06-04,returned,Midwest
698,528,2025-12-06,completed,Midwest
699,338,2025-11-09,completed,Southeast
700,606,2026-04-28,cancelled,Southeast
701,304,2026-05-03,completed,West
702,503,2025-12-14,returned,Southwest
703,650,2025-08-13,completed,Northeast
704,338,2026-01-15,completed,Northeast
705,550,2025-07-25,completed,Midwest
706,639,2026-04-04,returned,West
707,275,2026-02-18,completed,Midwest
708,164,2025-06-03,completed,Northeast
709,443,2025-12-08,completed,Southeast
710,319,2026-03-20,cancelled,Southwest
711,589,2026-03-05,returned,West
712,504,2026-04-25,completed,Southeast
713,686,2025-06-03,cancelled,Southwest
714,387,2025-07-02,cancelled,West
715,970,2026-04-15,completed,West
716,870,2025-12-26,completed,Northeast
717,833,2025-07-29,returned,Southeast
718,888,2026-01-12,completed,West
719,603,2025-08-22,completed,West
720,750,2025-06-15,completed,Southwest
721,776,2025-10-01,returned,Northeast
722,691,2025-12-01,cancelled,Midwest
723,494,2025-11-04,returned,Northeast
724,490,2025-09-06,completed,Midwest
725,721,2026-01-08,completed,Southeast
726,73,2025-11-04,completed,Southeast
727,509,2025-11-09,completed,West
728,390,2025-12-01,completed,Southeast
729,619,2025-10-10,completed,West
730,857,2025-12-22,cancelled,Northeast
731,295,2025-09-27,completed,Southeast
732,369,2025-07-01,returned,Northeast
733,956,2026-01-16,returned,Northeast
734,796,2025-05-30,cancelled,Southeast
735,865,2026-02-21,cancelled,Northeast
736,694,2025-06-16,completed,Southeast
737,549,2025-11-16,cancelled,Southeast
738,649,2025-09-12,completed,Southeast
739,850,2026-04-18,completed,Midwest
740,568,2025-06-25,returned,Northeast
